Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,yaw,filteredYaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position
244050,37,0,0,37,0,31,0,1,1,1,5,0.5,50,2,130,-5.88,131.15,126.48,135.81,126.51,1.69,1.02,48.17,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,128,0.4,1,0,0,0,0,41.7,1,0,1,
245050,27,0,0,27,0,20,0,1,1,1,5,0.5,100,2,130,-7.16,124.39,127.08,137.34,127.11,0.99,1.17,51.36,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,128,0.4,1,0,0,0,0,41.7,1,0,1,
246070,15,0,0,15,0,10,0,1,1,1,5,0.5,100,2,130,-6.74,117.23,127.72,136.81,127.75,2.96,1.67,23.25,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,131,0.4,1,0,0,0,0,41.76,1,0,1,
247050,6,0,0,6,1,3,50142,1,1,1,5,0.5,100,2,130,-6.85,110.27,128.28,136.86,128.3,1.08,1.05,50.78,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,129,0.5,1,0,0,0,0,41.76,1,0,1,
248057,-1,0,0,-1,1,-1,51292,1,1,1,5,0.5,100,2,130,-7.04,103.45,128.78,136.99,128.82,1.06,0.86,135.28,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,127,0.5,1,0,0,0,0,41.76,1,0,1,
249050,-1,0,0,-1,0,-8,0,1,1,1,5,0.5,100,2,130,-7.78,96.04,129.3,137.88,129.32,1.62,0.46,48.89,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,128,0.5,1,0,0,0,0,41.76,1,0,1,
250050,-8,0,0,-8,0,-16,0,1,1,1,5,0.5,100,2,130,-8.13,87.58,129.85,138.11,129.86,0.99,1.75,102.59,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,127,0.6,1,0,0,0,0,41.76,1,0,1,
251051,-15,0,0,-15,1,-21,53792,1,1,1,5,0.5,100,2,130,-8.12,79.76,130.34,138.14,130.36,1.62,0.72,49.45,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.6,1,0,0,0,0,41.76,1,0,1,
252050,-21,0,0,-21,1,-28,54742,1,1,1,5,0.5,100,2,130,-9.83,70.34,130.87,139.68,130.89,1.42,1.14,51.77,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,126,0.6,1,0,0,0,0,41.76,1,0,1,
253050,-32,0,0,-32,1,-32,56092,1,1,1,5,0.5,100,2,130,-8.95,60.97,131.4,138.82,131.42,1.89,1.85,48.89,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,128,0.6,1,0,0,0,0,41.76,1,0,1,
254050,-36,0,0,-36,1,-36,57161,1,1,1,5,0.5,100,2,130,-7.73,52.98,131.82,137.73,131.84,2.04,1.45,51.31,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,131,0.6,1,0,0,0,0,16.7,1,0,1,
255050,-36,0,0,-36,1,-36,57161,1,1,1,5,0.5,100,2,130,-7.25,45.37,132.19,137.13,132.2,2.17,1.26,49.45,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,131,0.6,1,0,0,0,0,41.67,1,0,1,
256050,-40,0,0,-40,1,-40,59199,1,1,1,5,0.5,100,2,130,-7.81,37.44,132.53,137.84,132.55,1.16,1.41,48.8,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.7,1,0,0,0,0,41.67,1,0,1,
257070,-40,0,0,-40,0,-45,0,1,1,1,5,0.5,100,2,130,-8.04,29.41,132.85,138.02,132.88,1.64,0.33,24.1,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.7,1,0,0,0,0,41.67,1,0,1,
258050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-6.95,22.18,133.14,136.98,133.15,1.5,0.79,49.4,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.7,1,0,0,0,0,41.64,1,0,1,
259050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-6.77,15.43,133.36,136.8,133.37,1.31,1.82,23.71,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.7,1,0,0,0,0,41.64,1,0,1,
260050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-6.5,8.77,133.56,136.62,133.57,1.75,0.35,49.3,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,132,0.7,1,0,0,0,0,41.64,1,0,1,
261050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-5.77,2.44,133.74,135.77,133.74,0.7,0.39,102.67,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,129,0.7,1,0,0,0,0,41.64,1,0,1,
262050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-4.73,-2.42,133.83,134.64,133.83,1.37,2.35,48.85,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.7,1,0,0,0,0,41.64,1,0,1,
263050,-44,0,0,-44,1,-44,60692,1,1,1,5,0.5,100,2,130,-4.24,-6.97,133.88,134.14,133.89,2.48,0.36,50.83,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,126,0.7,1,0,0,0,0,41.64,1,0,1,
264050,-39,0,0,-39,1,-39,1606,1,1,1,5,0.5,100,2,130,-4.18,-10.77,133.88,134.15,133.88,0.57,1.58,51.45,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,129,0.7,1,0,0,0,0,22.77,1,0,1,
265050,-39,0,0,-39,1,-36,1606,1,1,1,5,0.5,100,2,130,-3.62,-14.72,133.9,133.78,133.89,1.68,1.11,48.73,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,129,0.8,1,0,0,0,0,22.77,1,0,1,
266050,-39,0,0,-39,1,-34,1606,1,1,1,5,0.5,100,2,130,-3.66,-18.4,133.89,133.61,133.89,1.37,0.69,51.37,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,126,0.8,1,0,0,0,0,22.77,1,0,1,
267051,-35,0,0,-35,1,-35,4166,1,1,1,5,0.5,100,2,130,-3.08,-21.68,133.85,133.09,133.85,0.64,1.31,48.89,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,131,0.8,1,0,0,0,0,22.77,1,0,1,
268069,-35,0,0,-35,1,-35,4166,1,1,1,5,0.5,100,2,130,-4.34,-25.72,133.84,134.29,133.84,1.8,0.87,23.79,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,131,0.7,1,0,0,0,0,22.77,1,0,1,
269050,-35,0,0,-35,1,-35,4166,1,1,1,5,0.5,100,2,130,-3.57,-29.65,133.86,133.36,133.85,1.69,0.59,48.69,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,127,0.7,1,0,0,0,0,41.61,1,0,1,
270057,-35,0,0,-35,1,-35,4166,1,1,1,5,0.5,100,2,130,-3.45,-33.04,133.83,133.48,133.83,1.26,1.92,136.39,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,127,0.7,1,0,0,0,0,41.61,1,0,1,
271050,-35,0,0,-35,1,-30,4166,1,1,1,5,0.5,100,2,130,-2.51,-35.81,133.79,132.31,133.78,2.11,1.3,49.41,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.6,1,0,0,0,0,41.61,1,0,1,
272050,-31,0,0,-31,1,-31,9156,1,1,1,5,0.5,100,2,130,-0.65,-36.87,133.65,130.83,133.63,0.99,1.23,92.73,-69,-20,-220,115,140,-1,0,-1,-1,19,-1,130,0.6,1,0,0,0,0,41.61,1,0,1,
