Millis	m_currentPosition	m_pressedButtonDebug	m_bytesToSent	CurrentPosition	CurrentDirection	TargetPosition	MSStopped	startButton	stopButton	parkingButton	m_P	m_I	m_D	m_goalType	m_goal	m_lastError	m_errorSum	m_lastFilteredYaw		yaw	filteredYaw	pitch	roll	freq	magMin[0]	magMin[1]	magMin[2]	magMax[0]	magMax[1]	magMax[2]	m_speed	m_speed.tripMileage	m_speed.totalMileage	m_speed.waterTemp	m_lampIntensity	m_wind.apparentAngle	m_wind.apparentSpeed	m_wind.displayInKnots	m_wind.displayInMpS	m_depth.anchorAlarm	m_depth.deepAlarm	m_depth.defective	m_depth.depthBelowTransductor	m_depth.metricUnits	m_depth.shallowAlarm	m_depth.unknown	Position	
2703056	-16	0	0	-16	1	-16	12554	1	1	1	10.00	1.00	85.00	2	180.00	7.58	-16.63	170.47		172.26	170.55	1.89	0.98	136.02	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.50	0.94	33.30	19.00	-1	53.00	1.00	1	0	0	0	0	14.02	1	0	1		
2704050	-16	0	0	-16	1	-16	12554	1	1	1	10.00	1.00	85.00	2	180.00	7.15	-9.02	171.22		173.24	171.29	2.54	1.58	48.83	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	49.00	1.00	1	0	0	0	0	29.41	1	0	1		
2705050	-16	0	0	-16	1	-16	12554	1	1	1	10.00	1.00	85.00	2	180.00	7.53	-2.47	172.29		172.68	172.30	2.25	2.31	100.64	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	50.00	1.10	1	0	0	0	0	29.41	1	0	1		
2706050	-11	0	0	-11	2	-6	0	1	1	1	10.00	1.00	85.00	2	180.00	7.04	4.58	172.72		172.78	172.72	1.58	1.68	48.83	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	49.00	1.10	1	0	0	0	0	29.41	1	0	1		
2707050	-7	0	0	-7	1	-7	19331	1	1	1	10.00	1.00	85.00	2	180.00	5.48	9.95	173.59		174.36	173.61	1.99	1.71	51.92	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	47.00	1.10	1	0	0	0	0	29.41	1	0	1		
2708050	-1	0	0	-1	1	-1	20974	1	1	1	10.00	2.00	85.00	2	180.00	4.10	24.89	174.06		176.15	174.13	2.41	2.48	48.84	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	46.00	1.30	1	0	0	0	0	29.41	1	0	1		
2709050	0	0	0	0	2	6	0	1	1	1	10.00	2.00	85.00	2	180.00	3.49	28.74	174.91		176.76	174.97	2.92	1.48	50.80	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	45.00	1.30	1	0	0	0	0	29.41	1	0	1		
2710050	6	0	0	6	1	1	22374	1	1	1	10.00	2.00	85.00	2	180.00	1.62	31.04	176.19		178.24	176.27	2.53	2.65	48.81	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	43.00	1.30	1	0	0	0	0	29.41	1	0	1		
2711050	2	0	0	2	0	-4	0	1	1	1	10.00	2.00	85.00	2	180.00	0.81	31.96	177.43		178.92	177.49	1.08	0.55	50.66	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	44.00	1.30	1	0	0	0	0	14.36	1	0	1		
2712070	-3	0	0	-3	0	-13	0	1	1	1	10.00	2.00	85.00	2	180.00	-2.80	30.84	178.69		182.93	178.91	3.20	3.22	23.95	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	42.00	1.30	1	0	0	0	0	14.36	1	0	1		
2713050	-23	0	0	-23	0	-35	0	1	1	1	10.00	2.00	85.00	2	180.00	-3.67	27.89	180.68		183.67	180.75	3.75	3.12	48.33	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	39.00	1.30	1	0	0	0	0	14.36	1	0	1		
2714050	-45	0	0	-45	2	-38	0	1	1	1	10.00	2.00	85.00	2	180.00	-1.36	25.53	181.73		181.60	181.72	1.94	0.71	23.76	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	39.00	1.30	1	0	0	0	0	14.26	1	0	1		
2715051	-38	0	0	-38	0	-49	0	1	1	1	10.00	2.00	85.00	2	180.00	-5.34	20.56	182.84		185.51	182.94	2.11	0.73	48.76	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	39.00	1.30	1	0	0	0	0	27.95	1	0	1		
2716050	-49	0	0	-49	1	-49	28474	1	1	1	10.00	2.00	85.00	2	180.00	-4.50	16.43	183.46		184.81	183.50	2.13	1.76	105.93	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	38.00	1.30	1	0	0	0	0	14.39	1	0	1		
2717050	-56	0	0	-56	0	-61	0	1	1	1	10.00	2.00	85.00	2	180.00	-4.45	10.99	184.43		184.35	184.43	3.44	2.05	48.23	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	36.00	0.70	1	0	0	0	0	14.39	1	0	1		
2718050	-60	0	0	-60	2	-55	0	1	1	1	10.00	2.00	85.00	2	180.00	-4.38	6.53	184.42		184.53	184.42	2.18	0.49	50.74	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	36.00	0.70	1	0	0	0	0	61.57	1	0	1		
2719050	-56	0	0	-56	2	-47	0	1	1	1	10.00	2.00	85.00	2	180.00	-3.62	2.68	184.15		183.86	184.14	0.76	1.10	49.42	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	37.00	0.70	1	0	0	0	0	30.63	1	0	1		
2720050	-47	0	0	-47	2	-41	0	1	1	1	10.00	2.00	85.00	2	180.00	-3.77	-1.01	183.92		183.78	183.92	3.25	1.97	48.86	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	0.94	33.30	19.00	-1	37.00	0.80	1	0	0	0	0	30.63	1	0	1		
2721050	-42	0	0	-42	1	-39	33274	1	1	1	10.00	3.00	85.00	2	180.00	-2.28	-4.67	183.73		182.11	183.67	3.44	3.04	50.71	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	0.94	33.30	19.00	-1	34.00	0.80	1	0	0	0	0	30.63	1	0	1		
2722050	-42	0	0	-42	1	-42	33274	1	1	1	10.00	3.00	85.00	2	180.00	-3.50	-8.64	183.73		183.28	183.71	0.96	0.10	48.78	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	0.94	33.30	19.00	-1	37.00	0.90	1	0	0	0	0	27.98	1	0	1		
2723068	-42	0	0	-42	1	-42	33274	1	1	1	10.00	3.00	85.00	2	180.00	-3.50	-11.81	183.39		183.72	183.41	2.03	1.38	24.15	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	0.94	33.30	19.00	-1	37.00	0.90	1	0	0	0	0	27.98	1	0	1		
2724050	-52	0	0	-52	0	-64	0	1	1	1	10.00	3.00	85.00	2	180.00	-5.37	-17.43	184.17		185.24	184.21	3.85	3.25	48.25	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	0.94	33.30	19.00	-1	35.00	0.90	1	0	0	0	0	14.36	1	0	1		
2725057	-72	0	0	-72	0	-83	0	1	1	1	10.00	3.00	85.00	2	180.00	-6.22	-23.31	184.78		185.74	184.83	3.18	1.94	136.17	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	0.94	33.30	19.00	-1	34.00	1.00	1	0	0	0	0	61.54	1	0	1		
2726050	-89	0	0	-89	0	-96	0	1	1	1	10.00	3.00	85.00	2	180.00	-5.46	-28.70	185.11		185.33	185.12	1.47	1.79	48.89	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	0.94	33.30	19.00	-1	36.00	1.00	1	0	0	0	0	61.54	1	0	1		
2727050	-95	0	0	-95	0	-100	0	1	1	1	10.00	3.50	85.00	2	180.00	-4.15	-37.78	184.71		183.99	184.71	2.18	1.29	102.59	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	0.94	33.30	19.00	-1	35.00	1.00	1	0	0	0	0	14.11	1	0	1		
2728050	-99	0	0	-99	1	-101	40324	1	1	1	10.00	3.50	85.00	2	180.00	-3.18	-40.67	183.98		183.18	183.96	3.42	2.73	50.81	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	0.94	33.30	19.00	-1	35.00	1.00	1	0	0	0	0	61.63	1	0	1		
2729050	-99	0	0	-99	1	-99	40324	1	1	1	10.00	3.50	85.00	2	180.00	-2.30	-42.67	183.29		182.05	183.26	1.54	1.70	48.88	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	0.94	33.30	19.00	-1	34.00	1.00	1	0	0	0	0	61.42	1	0	1		
2730050	-99	0	0	-99	1	-99	40324	1	1	1	10.00	3.50	85.00	2	180.00	-1.18	-43.74	182.33		181.10	182.29	1.75	0.52	52.03	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	0.94	33.30	19.00	-1	37.00	1.00	1	0	0	0	0	61.42	1	0	1		
2731051	-99	0	0	-99	0	-106	0	1	1	1	10.00	3.50	85.00	2	180.00	-1.89	-45.48	181.96		181.52	181.95	1.80	1.74	48.76	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	38.00	1.10	1	0	0	0	0	27.92	1	0	1		
2732050	-105	0	0	-105	1	-103	44374	1	1	1	10.00	3.50	85.00	2	180.00	0.23	-45.36	181.15		179.76	181.10	3.65	1.98	50.73	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	37.00	1.10	1	0	0	0	0	14.36	1	0	1		
2733050	-105	0	0	-105	2	-98	0	1	1	1	10.00	3.50	85.00	2	180.00	1.90	-44.28	180.29		178.13	180.21	1.93	1.19	48.76	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	37.00	1.00	1	0	0	0	0	61.26	1	0	1		
2734068	-87	0	0	-87	2	-77	0	1	1	1	10.00	3.50	85.00	2	180.00	3.64	-40.73	178.67		176.51	178.59	0.86	0.15	24.14	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.40	33.40	19.00	-1	40.00	1.00	1	0	0	0	0	61.26	1	0	1		
2735050	-72	0	0	-72	1	-66	47774	1	1	1	10.00	3.50	85.00	2	180.00	4.01	-37.13	177.72		176.14	177.66	1.87	0.97	48.83	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.40	33.40	19.00	-1	42.00	1.00	1	0	0	0	0	61.26	1	0	1		
2736056	-60	0	0	-60	2	-53	0	1	1	1	10.00	3.50	85.00	2	180.00	5.16	-32.51	176.75		175.14	176.67	2.40	1.70	147.58	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.40	33.40	19.00	-1	41.00	1.00	1	0	0	0	0	61.23	1	0	1		
2737050	-44	0	0	-44	2	-36	0	1	1	1	10.00	3.50	85.00	2	180.00	5.69	-26.72	175.74		174.17	175.69	2.14	0.86	51.43	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.40	33.40	19.00	-1	42.00	1.00	1	0	0	0	0	61.23	1	0	1		
2738050	-37	0	0	-37	1	-37	50430	1	1	1	10.00	3.50	85.00	2	180.00	3.65	-23.13	175.82		176.16	175.83	1.47	1.27	95.46	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	43.00	1.00	1	0	0	0	0	27.19	1	0	1		
2739050	-37	0	0	-37	1	-32	50430	1	1	1	10.00	3.50	85.00	2	180.00	5.05	-18.14	175.58		174.96	175.56	2.20	1.50	51.46	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	45.00	1.00	1	0	0	0	0	61.08	1	0	1		
2740050	-33	0	0	-33	2	-27	0	1	1	1	10.00	3.50	85.00	2	180.00	6.09	-13.22	175.62		173.99	175.58	2.25	1.50	49.37	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	44.00	1.00	1	0	0	0	0	61.08	1	0	1		
2741050	-26	0	0	-26	1	-26	53374	1	1	1	10.00	3.50	85.00	2	180.00	3.93	-9.28	175.86		175.71	175.86	2.02	1.80	51.40	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	45.00	1.00	1	0	0	0	0	27.16	1	0	1		
2742050	-26	0	0	-26	0	-39	0	1	1	1	10.00	3.50	85.00	2	180.00	0.10	-7.84	176.88		179.95	176.97	2.47	2.27	48.64	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	44.00	1.00	1	0	0	0	0	14.36	1	0	1		
2743050	-46	0	0	-46	1	-42	55931	1	1	1	10.00	3.50	85.00	2	180.00	2.85	-5.65	177.58		177.00	177.56	2.27	1.54	51.21	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	45.00	1.00	1	0	0	0	0	27.16	1	0	1		
2744050	-33	0	0	-33	2	-25	0	1	1	1	10.00	3.50	85.00	2	180.00	3.49	-2.29	177.17		176.53	177.14	2.06	1.62	51.39	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.40	33.40	19.00	-1	44.00	0.80	1	0	0	0	0	27.16	1	0	1		
2745069	-14	0	0	-14	2	-7	0	1	1	1	10.00	3.50	85.00	2	180.00	3.22	1.34	176.67		177.01	176.68	2.19	1.91	23.55	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	45.00	0.80	1	0	0	0	0	60.96	1	0	1		
2746050	-8	0	0	-8	1	-8	58474	1	1	1	10.00	3.50	85.00	2	180.00	1.63	3.38	177.08		178.60	177.13	2.58	0.24	50.74	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	44.00	0.80	1	0	0	0	0	61.05	1	0	1		
2747057	-14	0	0	-14	0	-26	0	1	1	1	10.00	3.50	85.00	2	180.00	-1.42	2.67	178.54		181.64	178.67	2.78	2.84	136.69	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	42.00	0.80	1	0	0	0	0	61.72	1	0	1		
2748050	-34	0	0	-34	1	-34	60954	1	1	1	10.00	3.50	85.00	2	180.00	0.78	2.74	179.44		179.02	179.42	1.87	1.42	52.19	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	43.00	0.80	1	0	0	0	0	61.72	1	0	1		
2749050	-34	0	0	-34	0	-44	0	1	1	1	15.00	3.50	85.00	2	180.00	-3.30	0.51	180.32		183.37	180.35	2.95	1.61	100.20	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	41.00	0.80	1	0	0	0	0	61.72	1	0	1		
2750050	-57	0	0	-57	0	-68	0	1	1	1	15.00	3.50	85.00	2	180.00	-3.12	-2.64	181.83		182.95	181.86	3.13	3.10	51.36	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	39.00	0.80	1	0	0	0	0	61.05	1	0	1		
2751050	-73	0	0	-73	2	-65	0	1	1	1	15.00	3.50	85.00	2	180.00	0.05	-4.37	182.03		180.01	181.98	2.07	0.95	48.89	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.40	33.40	19.00	-1	40.00	0.80	1	0	0	0	0	27.16	1	0	1		
2752050	-52	0	0	-52	1	-52	65074	1	1	1	15.00	3.50	85.00	2	180.00	-1.39	-5.21	181.41		181.40	181.41	0.76	1.10	49.41	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	42.00	0.80	1	0	0	0	0	13.62	1	0	1		
2753050	-43	0	0	-43	1	-43	394	1	1	1	15.00	3.50	85.00	2	180.00	-2.24	-6.32	181.11		182.33	181.15	2.89	1.61	52.05	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	13.62	1	0	1		
2754050	-47	0	0	-47	0	-54	0	1	1	1	15.00	3.50	85.00	2	180.00	-2.87	-8.51	181.63		182.93	181.68	3.01	2.61	49.46	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	38.00	0.90	1	0	0	0	0	13.62	1	0	1		
2755050	-66	0	0	-66	1	-66	2538	1	1	1	15.00	3.50	85.00	2	180.00	-0.81	-11.19	182.12		180.84	182.07	1.77	1.20	51.31	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	13.62	1	0	1		
2756069	-58	0	0	-58	1	-58	3438	1	1	1	15.00	3.50	85.00	2	180.00	-1.08	-12.01	181.58		180.73	181.55	1.67	1.96	23.56	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.75	1	0	1		
2757050	-57	0	0	-57	1	-57	3438	1	1	1	15.00	3.50	85.00	2	180.00	-2.42	-14.01	181.62		182.14	181.65	1.68	1.33	51.94	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.75	1	0	1		
2758070	-65	0	0	-65	0	-79	0	1	1	1	15.00	3.50	85.00	2	180.00	-4.19	-17.47	182.33		183.90	182.40	2.70	2.45	23.29	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.69	1	0	1		
2759050	-80	0	0	-80	2	-65	0	1	1	1	15.00	3.50	85.00	2	180.00	-0.26	-17.56	181.61		180.50	181.59	2.58	1.35	51.44	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	39.00	0.90	1	0	0	0	0	60.69	1	0	1		
2760050	-64	0	0	-64	1	-64	6994	1	1	1	15.00	3.50	85.00	2	180.00	-0.69	-18.40	181.35		180.99	181.33	1.39	0.37	23.91	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.72	1	0	1		
2761050	-64	0	0	-64	1	-64	6994	1	1	1	15.00	3.50	85.00	2	180.00	-0.53	-19.36	181.22		180.61	181.20	2.55	2.26	49.60	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.72	1	0	1		
2762050	-60	0	0	-60	2	-55	0	1	1	1	15.00	3.50	85.00	2	180.00	0.50	-19.09	180.64		179.85	180.61	0.31	-0.00	110.23	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	27.58	1	0	1		
2763051	-56	0	0	-56	1	-48	9744	1	1	1	15.00	3.50	85.00	2	180.00	0.52	-18.57	180.09		179.67	180.07	2.76	2.26	48.89	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	27.58	1	0	1		
2764050	-48	0	0	-48	1	-50	10888	1	1	1	15.00	3.50	85.00	2	180.00	0.23	-18.97	180.00		179.85	179.99	2.59	1.56	51.74	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	40.00	0.80	1	0	0	0	0	13.62	1	0	1		
2765050	-48	0	0	-48	1	-49	10888	1	1	1	15.00	3.50	85.00	2	180.00	0.53	-18.56	179.80		179.50	179.80	1.69	1.11	48.84	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	39.00	0.80	1	0	0	0	0	13.62	1	0	1		
2766050	-52	0	0	-52	0	-63	0	1	1	1	15.00	3.50	85.00	2	180.00	-1.51	-19.80	180.32		181.38	180.36	0.71	0.74	50.82	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.80	1	0	0	0	0	27.22	1	0	1		
2767050	-68	0	0	-68	2	-60	0	1	1	1	15.00	3.50	85.00	2	180.00	1.84	-19.34	180.20		178.10	180.15	3.64	2.96	48.97	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	42.00	0.90	1	0	0	0	0	13.62	1	0	1		
2768050	-52	0	0	-52	2	-46	0	1	1	1	15.00	3.50	85.00	2	180.00	2.03	-17.47	179.49		178.00	179.44	2.09	1.51	49.43	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.62	1	0	1		
2769069	-38	0	0	-38	1	-38	16394	1	1	1	15.00	3.50	85.00	2	180.00	0.20	-16.64	179.09		179.94	179.13	1.65	1.21	24.14	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	28.74	1	0	1		
2770050	-46	0	0	-46	0	-58	0	1	1	1	15.00	3.50	85.00	2	180.00	-0.76	-17.33	179.97		180.42	179.98	2.20	2.44	48.77	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	0.00	1	0	1		
2771057	-59	0	0	-59	1	-59	17995	1	1	1	15.00	3.50	85.00	2	180.00	-0.11	-17.49	180.05		180.20	180.05	2.52	0.68	136.91	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.56	1	0	1		
2772050	-59	0	0	-59	0	-65	0	1	1	1	15.00	3.50	85.00	2	180.00	-0.41	-17.90	180.30		180.29	180.30	2.11	2.52	48.23	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.47	1	0	1		
2773050	-64	0	0	-64	1	-64	19788	1	1	1	15.00	3.50	85.00	2	180.00	-0.83	-18.22	180.42		181.37	180.45	1.32	0.64	105.57	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.50	1	0	1		
2774050	-78	0	0	-78	1	-83	21495	1	1	1	15.00	3.50	85.00	2	180.00	-1.01	-20.02	181.19		180.86	181.18	3.58	3.10	49.45	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	39.00	0.90	1	0	0	0	0	60.50	1	0	1		
2775050	-79	0	0	-79	1	-79	21495	1	1	1	15.00	3.50	85.00	2	180.00	-0.17	-20.28	180.99		179.84	180.97	1.89	2.14	50.70	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.50	1	0	1		
2776050	-66	0	0	-66	2	-58	0	1	1	1	15.00	3.50	85.00	2	180.00	1.01	-19.10	179.94		179.17	179.91	1.11	0.92	51.37	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	42.00	0.90	1	0	0	0	0	60.44	1	0	1		
2777050	-54	0	0	-54	2	-42	0	1	1	1	15.00	3.50	85.00	2	180.00	1.55	-17.64	179.03		178.71	179.02	1.71	0.16	48.79	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	40.00	0.90	1	0	0	0	0	60.35	1	0	1		
2778050	-42	0	0	-42	2	-35	0	1	1	1	15.00	3.50	85.00	2	180.00	1.81	-15.81	178.70		178.25	178.68	3.06	2.03	51.41	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	38.00	0.90	1	0	0	0	0	60.35	1	0	1		
2779051	-16	0	0	-16	2	67	0	1	1	1	15.00	3.50	85.00	2	220.00	38.98	23.87	179.46		180.69	179.50	1.95	1.96	48.25	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.29	1	0	1		
2780068	27	0	0	27	2	183	0	1	1	1	15.00	3.50	85.00	2	220.00	38.94	63.19	179.85		180.96	179.91	0.82	0.80	24.13	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.90	33.50	33.50	19.00	-1	41.00	0.90	1	0	0	0	0	60.29	1	0	1		
2781050	74	0	0	74	2	294	0	1	1	1	15.00	3.50	85.00	2	220.00	36.66	101.11	180.60		183.35	180.70	0.98	1.45	48.82	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	40.00	0.80	1	0	0	0	0	60.35	1	0	1		
2782056	128	0	0	128	2	383	0	1	1	1	15.00	3.50	85.00	2	220.00	34.91	136.44	182.49		185.65	182.61	3.67	1.46	147.58	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	36.00	0.80	1	0	0	0	0	60.29	1	0	1		
2783050	173	0	0	173	2	467	0	1	1	1	15.00	3.50	85.00	2	220.00	30.90	168.91	184.58		189.28	184.75	2.16	2.36	49.43	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	36.00	0.80	1	0	0	0	0	60.20	1	0	1		
2784050	179	0	0	179	2	179	0	1	0	1	15.00	3.50	85.00	2	220.00	24.76	51.14	188.10		194.77	188.35	2.81	2.94	86.51	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	33.00	0.80	1	0	0	0	0	29.50	1	0	1		
2785050	179	0	0	179	2	179	0	1	0	1	15.00	3.50	85.00	2	220.00	17.35	51.14	193.04		202.81	193.40	3.12	3.42	51.42	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	30.00	0.80	1	0	0	0	0	29.50	1	0	1		
2786050	179	0	0	179	1	315	33088	1	0	1	15.00	3.50	85.00	2	220.00	12.70	51.14	199.33		207.47	199.52	3.16	2.84	49.37	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.80	33.50	33.50	19.00	-1	30.00	0.80	1	0	0	0	0	60.99	1	0	1		
2787050	179	0	0	179	2	179	0	1	0	1	15.00	3.50	85.00	2	220.00	4.08	51.14	205.03		216.43	205.44	4.71	2.90	51.38	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	22.00	0.90	1	0	0	0	0	27.16	1	0	1		
2788050	167	0	0	167	0	107	0	1	0	1	15.00	3.50	85.00	2	220.00	-2.65	47.71	212.37		222.41	212.69	1.47	3.52	48.93	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	20.00	0.90	1	0	0	0	0	27.16	1	0	1		
2789050	121	0	0	121	0	29	0	1	1	1	15.00	3.50	85.00	2	220.00	-5.42	39.86	217.53		225.49	217.73	2.23	2.02	51.96	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.70	33.50	33.50	19.00	-1	16.00	0.90	1	0	0	0	0	27.16	1	0	1		
2790050	73	0	0	73	0	-68	0	1	1	1	15.00	3.50	85.00	2	220.00	-12.54	28.82	223.22		232.63	223.57	3.14	3.28	49.52	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	33.50	33.50	19.00	-1	10.00	0.90	1	0	0	0	0	60.05	1	0	1		
2791069	27	0	0	27	0	-140	0	1	1	1	15.00	3.50	85.00	2	220.00	-13.47	15.96	227.53		233.92	227.85	4.34	3.11	23.82	-69.00	-20.00	-220.00	115.00	140.00	11.00	3.60	33.50	33.50	19.00	-1	6.00	0.90	1	0	0	0	0	60.05	1	0	1		
