Millis,m_currentPosition,m_pressedButtonDebug,m_bytesToSent,CurrentPosition,CurrentDirection,TargetPosition,MSStopped,stauosressoysCosiogsitped,startButton,stopButton,parkingButton,m_P,m_I,m_D,m_goalType,m_goal,m_lastError,m_errorSum,m_lastFilteredYaw,,yaw,pitch,roll,freq,magMin[0],magMin[1],magMin[2],magMax[0],magMax[1],magMax[2],m_speed,,m_P,m_I,m_D,m_goalType,m_go,_arai,y,itcroM,maMM[0],M[1]M[2]ped,m_speed.tripMileage,m_speed.totalMileage,m_speed.waterTemp,m_lampIntensity,m_wind.apparentAngle,m_wind.apparentSpeed,m_wind.displayInKnots,m_wind.displayInMpS,m_depth.anchorAlarm,m_depth.deepAlarm,m_depth.defective,m_depth.depthBelowTransductor,m_depth.metricUnits,m_depth.shallowAlarm,m_depth.unknown,Position,
66050,-3,0,0,-3,1,-3,214,1,1,1,2.00,0.20,1.00,2,200.00,-22.48,191.31,219.50,,222.40,2.49,-2.56,95.27,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,300.00,0.80,1,0,0,0,0,8.84,1,0,1,,
67050,-7,0,0,-7,1,-7,1214,1,1,1,2.00,0.20,1.00,2,200.00,-21.72,169.04,220.00,,221.62,2.58,-1.60,50.76,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,300.00,0.80,1,0,0,0,0,8.84,1,0,1,,
68050,-7,0,0,-7,1,-7,1214,1,1,1,2.00,0.20,1.00,2,200.00,-20.14,148.25,220.22,,220.25,2.23,-1.97,95.31,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.20,25.90,25.90,21.00,-1,298.00,0.80,1,0,0,0,0,10.52,1,0,1,,
69050,-7,0,0,-7,0,-12,0,1,1,1,2.00,0.20,1.00,2,200.00,-19.73,128.23,220.22,,219.60,2.50,-2.22,50.77,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.20,25.90,25.90,21.00,-1,298.00,0.80,1,0,0,0,0,10.52,1,0,1,,
70050,-11,0,0,-11,0,-17,0,1,1,1,2.00,0.20,1.00,2,200.00,-19.95,108.16,220.15,,219.97,3.12,-2.78,48.85,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.20,25.90,25.90,21.00,-1,299.00,0.80,1,0,0,0,0,10.52,1,0,1,,
71050,-16,0,0,-16,1,-16,4764,1,1,1,2.00,0.20,1.00,2,200.00,-19.30,88.80,220.08,,219.19,2.18,-2.10,51.40,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.20,25.90,25.90,21.00,-1,299.00,0.80,1,0,0,0,0,9.08,1,0,1,,
72050,-22,0,0,-22,1,-22,6364,1,1,1,2.00,0.20,1.00,2,200.00,-19.12,69.35,219.98,,218.79,2.47,-2.19,51.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,301.00,0.80,1,0,0,0,0,9.08,1,0,1,,
73050,-22,0,0,-22,1,-29,6364,1,1,1,2.00,0.20,1.00,2,200.00,-20.05,49.71,219.84,,220.08,3.04,-2.79,48.84,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,20.00,-1,300.00,0.80,1,0,0,0,0,9.08,1,0,1,,
74050,-28,0,0,-28,1,-28,7864,1,1,1,2.00,0.20,1.00,2,200.00,-17.96,31.51,219.60,,217.96,2.79,-2.91,52.09,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,299.00,0.80,1,0,0,0,0,9.08,1,0,1,,
75069,-28,0,0,-28,1,-28,7864,1,1,1,2.00,0.20,1.00,2,200.00,-16.25,15.09,219.13,,216.17,2.94,-2.27,23.56,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,300.00,0.90,1,0,0,0,0,9.08,1,0,1,,
76050,-28,0,0,-28,1,-28,7864,1,1,1,2.00,0.20,1.00,2,200.00,-16.48,-1.06,218.62,,216.55,2.50,-2.44,51.41,-69.00,-48.00,-220.00,122.00,144.00,50.00,4.10,25.90,25.90,21.00,-1,301.00,0.90,1,0,0,0,0,11.25,1,0,1,,
